# Event	Time [ms]	ADC	datum
415	5664	3	1549
416	5667	0	2442
416	5667	1	0
416	5667	2	1619
416	5667	3	1521
417	5679	0	6954
417	5679	1	0
417	5679	2	1555
417	5679	3	1666
418	5688	0	6135
418	5688	1	0
418	5688	2	1560
418	5688	3	1638
419	5700	0	4899
419	5700	1	42
419	5700	2	1563
419	5700	3	1583
420	5730	0	3671
420	5730	1	71
420	5730	2	1592
420	5730	3	1533
421	5738	0	8191
421	5738	1	0
421	5738	2	1678
421	5738	3	1541
422	5771	0	2031
422	5771	1	0
422	5771	2	1638
422	5771	3	1524
423	5775	2	1669
423	5775	3	1590
424	5775	0	804
424	5775	1	0
424	5775	2	1648
424	5775	3	1529
425	5792	0	3669
425	5792	1	0
425	5792	2	1580
425	5792	3	1529
426	5793	0	8191
426	5793	1	0
426	5793	2	1671
426	5793	3	1544
427	5801	0	8191
427	5801	1	52
427	5801	2	1661
427	5801	3	1526
428	5847	2	1682
428	5847	3	1622
429	5864	0	8182
429	5864	1	66
429	5864	2	1552
429	5864	3	1691
430	5899	0	7361
430	5899	1	0
430	5899	2	1564
430	5899	3	1676
431	5903	0	2851
431	5903	1	0
431	5903	2	1619
431	5903	3	1520
432	5918	0	4080
432	5918	1	44
432	5918	2	1581
432	5918	3	1550
433	5927	0	7774
433	5927	1	0
434	5929	0	4490
434	5929	1	0
434	5929	2	1596
434	5929	3	1560
435	5930	0	7363
435	5930	1	0
435	5930	2	1554
435	5930	3	1676
436	5962	0	8191
436	5962	1	92
436	5962	2	1659
436	5962	3	1533
437	5998	0	7364
437	5998	1	41
437	5998	2	1546
437	5998	3	1671
438	6024	0	1211
438	6024	1	0
438	6024	2	1638
438	6024	3	1512
439	6061	0	1213
439	6061	1	0
439	6061	2	1656
439	6061	3	1519
440	6068	0	8191
440	6068	1	0
440	6068	2	1674
440	6068	3	1567
441	6070	0	8191
441	6070	1	0
441	6070	2	1668
441	6070	3	1566
442	6076	0	8191
442	6076	1	0
442	6076	2	1610
442	6076	3	1540
443	6098	0	6543
443	6098	1	50
443	6098	2	1546
443	6098	3	1652
444	6100	0	8191
444	6100	1	0
444	6100	2	1646
444	6100	3	1548
445	6103	0	8191
445	6103	1	0
445	6103	2	1566
445	6103	3	1707
446	6116	2	1644
446	6116	3	1591
447	6125	0	1621
447	6125	1	64
447	6125	2	1637
447	6125	3	1519
448	6128	0	8191
448	6128	1	47
448	6128	2	1647
448	6128	3	1538
449	6137	0	8191
449	6137	1	0
449	6137	2	1653
449	6137	3	1587
450	6148	0	6954
450	6148	1	0
450	6148	2	1558
450	6148	3	1668
451	6149	0	5310
451	6149	1	57
451	6149	2	1578
451	6149	3	1604
452	6163	0	6954
452	6163	1	0
452	6163	2	1562
452	6163	3	1668
453	6164	0	8191
453	6164	1	0
453	6164	2	1647
453	6164	3	1540
454	6195	0	8191
454	6195	1	0
454	6195	2	1562
454	6195	3	1703
455	6196	0	6544
455	6196	1	52
455	6196	2	1573
455	6196	3	1655
456	6219	0	6134
456	6219	1	0
456	6219	2	1561
456	6219	3	1630
457	6245	0	2442
457	6245	1	0
457	6245	2	1614
457	6245	3	1522
458	6266	2	1559
458	6266	3	1700
459	6275	0	4901
459	6275	1	0
459	6275	2	1579
459	6275	3	1570
460	6341	0	1618
460	6341	1	0
460	6341	2	1640
460	6341	3	1518
461	6346	0	4082
461	6346	1	0
461	6346	2	1581
461	6346	3	1559
462	6346	0	5721
462	6346	1	0
462	6346	2	1572
462	6346	3	1618
463	6388	2	1576
463	6388	3	1686
464	6441	0	5311
464	6441	1	37
464	6441	2	1556
464	6441	3	1588
465	6449	0	2031
465	6449	1	0
465	6449	2	1613
465	6449	3	1514
466	6458	2	1663
466	6458	3	1625
467	6475	0	801
467	6475	1	0
467	6475	2	1656
467	6475	3	1524
468	6486	0	8191
468	6486	1	0
468	6486	2	1563
468	6486	3	1699
469	6486	0	2853
469	6486	1	0
469	6486	2	1621
469	6486	3	1523
470	6487	0	8191
470	6487	1	0
470	6487	2	1561
470	6487	3	1694
471	6496	2	1684
471	6496	3	1600
472	6535	0	802
472	6535	1	0
472	6535	2	1657
472	6535	3	1516
473	6541	2	1559
473	6541	3	1700
474	6573	0	5722
474	6573	1	0
474	6573	2	1558
474	6573	3	1614
475	6588	0	8191
475	6588	1	39
475	6588	2	1554
475	6588	3	1713
476	6593	0	4901
476	6593	1	38
476	6593	2	1573
476	6593	3	1583
477	6631	0	5722
477	6631	1	0
477	6631	2	1559
477	6631	3	1620
478	6633	0	4904
478	6633	1	0
478	6633	2	1570
478	6633	3	1577
479	6665	0	6952
479	6665	1	0
479	6665	2	1563
479	6665	3	1666
480	6685	2	1562
480	6685	3	1683
481	6693	0	397
481	6693	1	0
481	6693	2	1652
481	6693	3	1525
482	6698	0	6134
482	6698	1	0
483	6713	0	8191
483	6713	1	0
483	6713	2	1668
483	6713	3	1546
484	6731	2	1673
484	6731	3	1623
485	6744	0	8191
485	6744	1	50
485	6744	2	1660
485	6744	3	1543
486	6750	0	3670
486	6750	1	41
486	6750	2	1592
486	6750	3	1532
487	6758	0	4079
487	6758	1	52
487	6758	2	1586
487	6758	3	1555
488	6760	0	4492
488	6760	1	0
488	6760	2	1589
488	6760	3	1568
489	6761	0	4080
489	6761	1	0
489	6761	2	1592
489	6761	3	1551
490	6802	0	7363
490	6802	1	0
490	6802	2	1572
490	6802	3	1673
491	6805	2	1559
491	6805	3	1659
492	6807	0	8191
492	6807	1	163
492	6807	2	1557
492	6807	3	1708
493	6809	0	8191
493	6809	1	46
493	6809	2	1677
493	6809	3	1543
494	6815	2	1563
494	6815	3	1709
495	6833	0	8191
495	6833	1	0
495	6833	2	1559
495	6833	3	1691
496	6840	0	6951
496	6840	1	0
496	6840	2	1557
496	6840	3	1658
497	6841	2	1676
497	6841	3	1618
498	6849	0	3671
498	6849	1	0
498	6849	2	1584
498	6849	3	1527
499	6862	2	1697
499	6862	3	1606
500	6873	0	2440
500	6873	1	0
500	6873	2	1613
500	6873	3	1511
501	6875	0	2850
501	6875	1	0
501	6875	2	1607
501	6875	3	1516
502	6879	0	2033
502	6879	1	0
502	6879	2	1641
502	6879	3	1521
503	6884	0	1622
503	6884	1	69
503	6884	2	1630
503	6884	3	1518
504	6889	0	3261
504	6889	1	0
504	6889	2	1599
504	6889	3	1524
505	6898	0	8191
505	6898	1	45
505	6898	2	1671
505	6898	3	1559
506	6902	0	8191
506	6902	1	122
506	6902	2	1557
506	6902	3	1707
507	6919	2	1685
507	6919	3	1596
508	6934	0	6134
508	6934	1	80
508	6934	2	1558
508	6934	3	1627
509	6955	2	1661
509	6955	3	1593
510	6961	0	8191
510	6961	1	0
510	6961	2	1673
510	6961	3	1540
511	6997	0	7775
511	6997	1	0
512	7000	0	8191
512	7000	1	83
512	7000	2	1647
512	7000	3	1535
513	7009	0	8191
513	7009	1	0
513	7009	2	1672
513	7009	3	1539
514	7021	2	1676
514	7021	3	1609
515	7035	2	1667
515	7035	3	1611
516	7037	2	1631
516	7037	3	1520
517	7047	0	8191
517	7047	1	0
517	7047	2	1660
517	7047	3	1554
518	7060	0	2033
518	7060	1	40
518	7060	2	1636
518	7060	3	1519
519	7076	0	1212
519	7076	1	0
519	7076	2	1644
519	7076	3	1529
520	7101	0	6950
520	7101	1	0
520	7101	2	1553
520	7101	3	1656
521	7113	2	1673
521	7113	3	1601
522	7132	2	1683
522	7132	3	1622
523	7141	2	1646
523	7141	3	1527
524	7143	0	8191
524	7143	1	0
524	7143	2	1666
524	7143	3	1549
525	7158	0	8191
525	7158	1	0
525	7158	2	1668
525	7158	3	1580
526	7167	0	6954
526	7167	1	104
526	7167	2	1554
526	7167	3	1659
527	7208	0	3671
527	7208	1	90
527	7208	2	1598
527	7208	3	1532
528	7214	0	4078
528	7214	1	0
528	7214	2	1585
528	7214	3	1543
529	7229	0	7365
529	7229	1	141
529	7229	2	1570
529	7229	3	2727
530	7229	0	8191
530	7229	1	0
530	7229	2	1634
530	7229	3	2729
531	7256	0	6135
531	7256	1	62
531	7256	2	1559
531	7256	3	2725
532	7256	0	4078
532	7256	1	0
532	7256	2	1580
532	7256	3	1549
533	7292	0	5310
533	7292	1	0
533	7292	2	1582
533	7292	3	1592
534	7294	2	1552
534	7294	3	1691
535	7337	0	8191
535	7337	1	0
535	7337	2	1552
535	7337	3	1702
536	7345	0	3671
536	7345	1	73
536	7345	2	1609
536	7345	3	1541
537	7391	0	8191
537	7391	1	0
537	7391	2	1568
537	7391	3	1707
538	7391	0	8191
538	7391	1	47
538	7391	2	1553
538	7391	3	1694
539	7411	0	8181
539	7411	1	0
539	7411	2	1557
539	7411	3	1697
540	7421	0	4902
540	7421	1	0
540	7421	2	1565
540	7421	3	1574
541	7425	0	8184
541	7425	1	44
541	7425	2	1557
541	7425	3	1696
542	7429	0	5722
542	7429	1	41
542	7429	2	1561
542	7429	3	1618
543	7431	0	6954
543	7431	1	0
543	7431	2	1555
543	7431	3	1665
544	7444	0	3671
544	7444	1	0
544	7444	2	1589
544	7444	3	1537
545	7477	0	3259
545	7477	1	0
545	7477	2	1608
545	7477	3	1521
546	7498	0	1211
546	7498	1	40
546	7498	2	1632
546	7498	3	1523
547	7510	0	5722
547	7510	1	0
547	7510	2	1572
547	7510	3	1621
548	7511	0	7773
548	7511	1	0
548	7511	2	1546
548	7511	3	1689
549	7531	0	6131
549	7531	1	96
549	7531	2	1556
549	7531	3	1632
550	7534	0	2441
550	7534	1	0
550	7534	2	1622
550	7534	3	1511
551	7536	0	7773
551	7536	1	51
551	7536	2	1562
551	7536	3	1696
552	7553	0	8191
552	7553	1	0
552	7553	2	1666
552	7553	3	1590
553	7582	0	2851
553	7582	1	89
553	7582	2	1604
553	7582	3	1512
554	7587	0	8180
554	7587	1	0
554	7587	2	1564
554	7587	3	1696
555	7595	0	2030
555	7595	1	0
555	7595	2	1640
555	7595	3	1513
556	7600	0	8191
556	7600	1	0
557	7608	0	1621
557	7608	1	0
557	7608	2	1638
557	7608	3	1514
558	7612	0	8185
558	7612	1	0
558	7612	2	1546
558	7612	3	1700
559	7612	0	8191
559	7612	1	0
559	7612	2	1679
559	7612	3	1571
560	7613	0	2443
560	7613	1	0
560	7613	2	1620
560	7613	3	1515
561	7634	0	7773
561	7634	1	79
561	7634	2	1542
561	7634	3	1681
562	7684	0	8191
562	7684	1	0
562	7684	2	1660
562	7684	3	1533
563	7702	0	8191
563	7702	1	78
563	7702	2	1651
563	7702	3	1569
564	7721	2	1659
564	7721	3	1557
565	7726	0	803
565	7726	1	0
565	7726	2	1666
565	7726	3	1525
566	7765	2	1591
566	7765	3	1525
567	7782	0	8191
567	7782	1	0
567	7782	2	1682
567	7782	3	1566
568	7788	0	8191
568	7788	1	42
568	7788	2	1553
568	7788	3	1700
569	7798	2	1558
569	7798	3	1682
570	7804	0	8191
570	7804	1	0
570	7804	2	1654
570	7804	3	1599
571	7832	0	8191
571	7832	1	39
571	7832	2	1558
571	7832	3	1700
572	7847	0	5719
572	7847	1	0
572	7847	2	1565
572	7847	3	1619
573	7876	0	2029
573	7876	1	0
573	7876	2	1613
573	7876	3	1505
574	7895	0	1211
574	7895	1	0
574	7895	2	1639
574	7895	3	1518
575	7906	0	8191
575	7906	1	0
575	7906	2	1670
575	7906	3	1552
576	7908	2	1679
576	7908	3	1592
577	7929	0	2032
577	7929	1	0
577	7929	2	1643
577	7929	3	1518
578	7942	2	1665
578	7942	3	1613
579	7979	0	8185
579	7979	1	0
579	7979	2	1549
579	7979	3	1705
580	8028	0	2851
580	8028	1	0
580	8028	2	1620
580	8028	3	1519
581	8053	0	4081
581	8053	1	0
581	8053	2	1589
581	8053	3	1552
582	8057	0	6133
582	8057	1	36
582	8057	2	1548
582	8057	3	1628
583	8074	0	396
583	8074	1	0
583	8074	2	1650
583	8074	3	1521
584	8100	0	5308
584	8100	1	0
584	8100	2	1558
584	8100	3	1597
585	8111	0	3670
585	8111	1	0
585	8111	2	1595
585	8111	3	1534
586	8125	0	2439
586	8125	1	0
586	8125	2	1634
586	8125	3	1513
587	8132	2	1658
587	8132	3	1610
588	8135	0	802
588	8135	1	0
588	8135	2	1667
588	8135	3	1517
589	8139	0	4901
589	8139	1	0
589	8139	2	1570
589	8139	3	1578
590	8144	0	8191
590	8144	1	58
590	8144	2	1683
590	8144	3	1530
591	8154	0	7361
591	8154	1	0
591	8154	2	1543
591	8154	3	1677
592	8164	0	7365
592	8164	1	0
592	8164	2	1550
592	8164	3	1669
593	8193	0	7362
593	8193	1	0
593	8193	2	1553
593	8193	3	1673
594	8195	0	4903
594	8195	1	41
594	8195	2	1578
594	8195	3	1564
595	8198	0	2030
595	8198	1	0
595	8198	2	1633
595	8198	3	1515
596	8216	0	8191
596	8216	1	50
596	8216	2	1662
596	8216	3	1527
597	8233	0	6135
597	8233	1	61
597	8233	2	1554
597	8233	3	1628
598	8264	0	3261
598	8264	1	0
598	8264	2	1602
598	8264	3	1527
599	8265	0	8191
599	8265	1	64
599	8265	2	1661
599	8265	3	1539
600	8266	0	8191
600	8266	1	0
600	8266	2	1655
600	8266	3	1537
601	8283	0	5722
601	8283	1	49
601	8283	2	1571
601	8283	3	1613
602	8285	0	1626
602	8285	1	0
602	8285	2	1642
602	8285	3	1518
603	8296	0	1623
603	8296	1	56
603	8296	2	1630
603	8296	3	1519
604	8296	0	5308
604	8296	1	0
605	8300	0	6133
605	8300	1	0
605	8300	2	1558
605	8300	3	1634
606	8317	0	1212
606	8317	1	62
607	8322	0	8185
607	8322	1	50
607	8322	2	1562
607	8322	3	1696
608	8338	2	1665
608	8338	3	1601
609	8341	0	8191
609	8341	1	0
609	8341	2	1671
609	8341	3	1563
610	8349	0	8191
610	8349	1	86
610	8349	2	1660
610	8349	3	1580
611	8351	0	1622
611	8351	1	0
611	8351	2	1645
611	8351	3	1509
612	8357	0	8191
612	8357	1	0
612	8357	2	1646
612	8357	3	1526
613	8368	0	2851
613	8368	1	0
613	8368	2	1617
613	8368	3	1522
614	8382	0	8191
614	8382	1	0
614	8382	2	1668
614	8382	3	1565
615	8384	0	4899
615	8384	1	0
615	8384	2	1570
615	8384	3	1572
616	8386	0	806
616	8386	1	0
616	8386	2	1652
616	8386	3	1517
617	8424	0	5722
617	8424	1	0
617	8424	2	1568
617	8424	3	1615
618	8472	0	2440
618	8472	1	0
619	8484	0	394
619	8484	1	0
619	8484	2	1669
619	8484	3	1533
620	8500	0	2442
620	8500	1	0
620	8500	2	1620
620	8500	3	1513
621	8528	2	1733
621	8528	3	1606
622	8548	2	1663
622	8548	3	1597
623	8562	2	1687
623	8562	3	1626
624	8584	0	805
624	8584	1	0
624	8584	2	1644
624	8584	3	1527
625	8606	0	8191
625	8606	1	0
625	8606	2	1667
625	8606	3	1586
626	8606	2	1662
626	8606	3	1594
627	8610	0	8191
627	8610	1	0
627	8610	2	1669
627	8610	3	1532
628	8612	2	1634
628	8612	3	1519
629	8628	0	6543
629	8628	1	73
629	8628	2	1559
629	8628	3	1645
630	8633	0	4904
630	8633	1	0
630	8633	2	1570
630	8633	3	1583
631	8637	0	6132
631	8637	1	40
631	8637	2	1554
631	8637	3	1629
632	8642	0	1212
632	8642	1	0
632	8642	2	1656
632	8642	3	1519
633	8663	0	8180
633	8663	1	0
633	8663	2	1552
633	8663	3	1681
634	8702	0	1621
634	8702	1	90
634	8702	2	1654
634	8702	3	1515
635	8705	0	5310
635	8705	1	0
635	8705	2	1563
635	8705	3	1602
636	8709	2	1674
636	8709	3	1590
637	8709	2	1648
637	8709	3	1596
638	8712	0	7772
638	8712	1	107
638	8712	2	1557
638	8712	3	1687
639	8737	0	4081
639	8737	1	0
639	8737	2	1575
639	8737	3	1553
640	8741	0	8183
640	8741	1	0
640	8741	2	1563
640	8741	3	1688
641	8786	0	3261
641	8786	1	0
641	8786	2	1618
641	8786	3	1529
642	8800	0	1212
642	8800	1	0
642	8800	2	1643
642	8800	3	1509
643	8806	0	1212
643	8806	1	0
643	8806	2	1641
643	8806	3	1520
644	8819	0	8191
644	8819	1	0
644	8819	2	1715
644	8819	3	2734
645	8876	0	1212
645	8876	1	0
645	8876	2	1647
645	8876	3	1527
646	8887	0	8191
646	8887	1	0
646	8887	2	1637
646	8887	3	1561
647	8891	0	3260
647	8891	1	0
647	8891	2	1609
647	8891	3	1526
648	8896	0	4902
648	8896	1	0
648	8896	2	1578
648	8896	3	1576
649	8909	0	6955
649	8909	1	0
649	8909	2	1564
649	8909	3	1668
650	8932	0	3257
650	8932	1	40
650	8932	2	1602
650	8932	3	1529
651	8952	0	2443
651	8952	1	38
651	8952	2	1623
651	8952	3	1512
652	8961	0	8191
652	8961	1	0
652	8961	2	1676
652	8961	3	1578
653	8971	0	8191
653	8971	1	38
654	8973	0	5724
654	8973	1	0
654	8973	2	1562
654	8973	3	1614
655	8982	2	1670
655	8982	3	1580
656	8998	2	1657
656	8998	3	1588
657	9007	0	8185
657	9007	1	0
657	9007	2	1549
657	9007	3	1687
658	9029	0	394
658	9029	1	48
658	9029	2	1658
658	9029	3	1533
659	9035	0	2849
659	9035	1	0
659	9035	2	1632
659	9035	3	1523
660	9040	0	8191
660	9040	1	0
660	9040	2	1660
660	9040	3	1559
661	9070	2	1673
661	9070	3	1627
662	9074	0	4902
662	9074	1	0
662	9074	2	1586
662	9074	3	1576
663	9084	0	8191
663	9084	1	52
663	9084	2	1663
663	9084	3	1569
664	9092	0	8191
664	9092	1	0
664	9092	2	1570
664	9092	3	1701
665	9094	0	2438
665	9094	1	0
665	9094	2	1627
665	9094	3	1512
666	9112	0	7364
666	9112	1	106
666	9112	2	1550
666	9112	3	1667
667	9136	0	8191
667	9136	1	110
667	9136	2	1574
667	9136	3	1708
668	9148	2	1631
668	9148	3	1520
669	9183	0	801
669	9183	1	57
669	9183	2	1653
669	9183	3	1519
670	9184	0	3259
670	9184	1	0
670	9184	2	1608
670	9184	3	1529
671	9194	0	6131
671	9194	1	0
671	9194	2	1580
671	9194	3	1651
672	9198	2	1663
672	9198	3	1616
673	9212	2	1659
673	9212	3	1548
674	9252	2	1726
674	9252	3	1547
675	9255	0	4492
675	9255	1	0
675	9255	2	1577
675	9255	3	1563
676	9264	0	3673
676	9264	1	53
676	9264	2	1583
676	9264	3	1531
677	9290	2	1661
677	9290	3	1570
678	9294	0	5723
678	9294	1	0
678	9294	2	1570
678	9294	3	1618
679	9299	0	1213
679	9299	1	0
679	9299	2	1634
679	9299	3	1524
680	9306	2	1671
680	9306	3	1607
681	9313	0	7774
681	9313	1	52
681	9313	2	1557
681	9313	3	1684
682	9319	0	5309
682	9319	1	0
682	9319	2	1577
682	9319	3	1604
683	9333	0	8191
683	9333	1	0
683	9333	2	1677
683	9333	3	1554
684	9354	0	5312
684	9354	1	0
684	9354	2	1569
684	9354	3	1595
685	9422	0	8191
685	9422	1	84
685	9422	2	1652
685	9422	3	1558
686	9426	0	3671
686	9426	1	0
686	9426	2	1591
686	9426	3	1539
687	9433	0	1212
687	9433	1	0
687	9433	2	1644
687	9433	3	1521
688	9470	0	8191
688	9470	1	43
688	9470	2	1656
688	9470	3	1531
689	9502	0	8181
689	9502	1	0
689	9502	2	1547
689	9502	3	1694
690	9504	0	8191
690	9504	1	0
690	9504	2	1660
690	9504	3	1545
691	9506	0	8191
691	9506	1	102
691	9506	2	1559
691	9506	3	1693
692	9512	2	1683
692	9512	3	1597
693	9523	0	8191
693	9523	1	0
693	9523	2	1661
693	9523	3	1572
694	9551	0	8181
694	9551	1	0
694	9551	2	1548
694	9551	3	1697
695	9581	2	1670
695	9581	3	1606
696	9582	0	1213
696	9582	1	0
696	9582	2	1648
696	9582	3	1513
697	9588	0	398
697	9588	1	0
697	9588	2	1654
697	9588	3	1527
698	9598	2	1670
698	9598	3	1607
699	9625	0	8191
699	9625	1	0
699	9625	2	1655
699	9625	3	1534
700	9641	0	8191
700	9641	1	0
700	9641	2	1682
700	9641	3	1536
701	9642	2	1688
701	9642	3	1617
702	9644	0	6131
702	9644	1	63
702	9644	2	1569
702	9644	3	1636
703	9681	2	1660
703	9681	3	1547
704	9685	0	8191
704	9685	1	0
704	9685	2	1564
704	9685	3	1713
705	9687	0	802
705	9687	1	0
705	9687	2	1644
705	9687	3	1528
706	9697	0	3263
706	9697	1	0
706	9697	2	1606
706	9697	3	1525
707	9722	0	6954
707	9722	1	63
707	9722	2	1554
707	9722	3	1660
708	9733	0	7366
708	9733	1	0
708	9733	2	1555
708	9733	3	1672
709	9770	2	1656
709	9770	3	1566
710	9777	0	8191
710	9777	1	0
710	9777	2	1688
710	9777	3	1547
711	9777	0	5311
711	9777	1	53
711	9777	2	1567
711	9777	3	1595
712	9788	2	1621
712	9788	3	1511
713	9799	0	4491
713	9799	1	0
713	9799	2	1593
713	9799	3	1559
714	9800	0	6133
714	9800	1	0
714	9800	2	1567
714	9800	3	1632
715	9842	0	6545
715	9842	1	0
715	9842	2	1554
715	9842	3	1641
716	9848	0	1209
716	9848	1	0
716	9848	2	1642
716	9848	3	1518
717	9867	3	1605
718	9872	0	6543
718	9872	1	0
718	9872	2	1546
718	9872	3	1629
719	9884	0	3261
719	9884	1	0
719	9884	2	1603
719	9884	3	1530
720	9897	2	1677
720	9897	3	1622
721	9919	2	1577
721	9919	3	1534
722	9946	2	1688
722	9946	3	1624
723	9955	0	8191
723	9955	1	0
723	9955	2	1661
723	9955	3	1551
724	9960	0	7772
724	9960	1	0
724	9960	2	1559
724	9960	3	1685
725	9969	0	3672
725	9969	1	0
725	9969	2	1610
725	9969	3	1542
726	9970	0	2851
726	9970	1	0
726	9970	2	1615
726	9970	3	1524
727	9976	0	3668
727	9976	1	66
727	9976	2	1601
727	9976	3	1535
728	9981	2	1675
728	9981	3	1629
729	9985	2	1679
729	9985	3	1620
730	9990	0	3670
730	9990	1	84
730	9990	2	1591
730	9990	3	1532
731	9995	0	8191
731	9995	1	0
731	9995	2	1653
731	9995	3	1575
732	10022	0	399
732	10022	1	78
732	10022	2	1657
732	10022	3	1528
733	10036	0	2852
733	10036	1	0
733	10036	2	1620
733	10036	3	1525
734	10065	0	1212
734	10065	1	0
734	10065	2	1642
734	10065	3	1522
735	10068	0	3668
735	10068	1	0
735	10068	2	1597
735	10068	3	1548
736	10076	0	5312
736	10076	1	0
736	10076	2	1560
736	10076	3	1592
737	10083	0	2849
737	10083	1	0
737	10083	2	1602
737	10083	3	1520
738	10084	0	4900
738	10084	1	92
738	10084	2	1572
738	10084	3	1583
739	10086	0	8191
739	10086	1	0
739	10086	2	1684
739	10086	3	1579
740	10103	2	1672
740	10103	3	1612
741	10127	0	8191
741	10127	1	0
741	10127	2	1679
741	10127	3	1548
742	10147	2	1667
742	10147	3	1593
743	10156	0	8183
743	10156	1	0
743	10156	2	1546
743	10156	3	1687
744	10172	0	8191
744	10172	1	0
744	10172	2	1556
744	10172	3	1706
745	10182	0	8183
745	10182	1	0
745	10182	2	1551
745	10182	3	1688
746	10194	2	1666
746	10194	3	1611
747	10197	2	1639
747	10197	3	1514
748	10200	0	3261
748	10200	1	0
748	10200	2	1619
748	10200	3	1534
749	10218	0	8191
749	10218	1	0
749	10218	2	1664
749	10218	3	1561
750	10218	0	5309
750	10218	1	80
750	10218	2	1582
750	10218	3	1602
751	10241	0	8191
751	10241	1	61
751	10241	2	1668
751	10241	3	1549
752	10241	0	8191
752	10241	1	0
752	10241	2	1657
752	10241	3	1580
753	10275	2	1675
753	10275	3	1605
754	10277	0	1620
754	10277	1	0
754	10277	2	1643
754	10277	3	1522
755	10283	0	4490
755	10283	1	0
755	10283	2	1579
755	10283	3	1552
756	10301	0	7775
756	10301	1	0
756	10301	2	1554
756	10301	3	1684
757	10309	0	2030
757	10309	1	0
757	10309	2	1636
757	10309	3	1519
758	10312	2	1669
758	10312	3	1541
759	10322	0	803
759	10322	1	55
759	10322	2	1654
759	10322	3	1528
760	10332	0	8182
760	10332	1	38
760	10332	2	1554
760	10332	3	1692
761	10354	0	7367
761	10354	1	0
761	10354	2	1544
761	10354	3	1677
762	10356	0	8191
762	10356	1	45
762	10356	2	1557
762	10356	3	1691
763	10358	0	5723
763	10358	1	0
763	10358	2	1554
763	10358	3	1621
764	10372	0	2852
764	10372	1	0
764	10372	2	1621
764	10372	3	1525
765	10416	0	8191
765	10416	1	0
765	10416	2	1682
765	10416	3	1569
766	10417	0	8191
766	10417	1	0
766	10417	2	1680
766	10417	3	2730
767	10433	0	8191
767	10433	1	0
767	10433	2	1670
767	10433	3	1532
768	10454	0	3264
768	10454	1	0
768	10454	2	1597
768	10454	3	1516
769	10455	0	7360
769	10455	1	0
769	10455	2	1551
769	10455	3	1660
770	10462	0	2850
770	10462	1	0
770	10462	2	1607
770	10462	3	1520
771	10463	0	1211
771	10463	1	50
771	10463	2	1649
771	10463	3	1521
772	10473	0	3260
772	10473	1	42
772	10473	2	1592
772	10473	3	1534
773	10502	0	8191
773	10502	1	0
773	10502	2	1567
773	10502	3	1705
774	10507	0	5311
774	10507	1	66
774	10507	2	1576
774	10507	3	1593
775	10517	0	8191
775	10517	1	42
775	10517	2	1668
775	10517	3	1547
776	10527	0	8191
776	10527	1	105
776	10527	2	1673
776	10527	3	1570
777	10528	0	3673
777	10528	1	67
777	10528	2	1596
777	10528	3	1533
778	10554	0	8191
778	10554	1	0
778	10554	2	1663
778	10554	3	1536
779	10555	0	7363
779	10555	1	0
779	10555	2	1557
779	10555	3	1679
780	10601	0	4900
780	10601	1	0
780	10601	2	1571
780	10601	3	1579
781	10628	0	3670
781	10628	1	0
781	10628	2	1598
781	10628	3	1540
782	10631	0	6953
782	10631	1	0
782	10631	2	1512
782	10631	3	2727
783	10642	0	1213
783	10642	1	0
783	10642	2	1645
783	10642	3	1516
784	10697	0	5310
784	10697	1	64
784	10697	2	1567
784	10697	3	1582
785	10700	0	394
785	10700	1	0
785	10700	2	1652
785	10700	3	1510
786	10703	0	5721
786	10703	1	118
786	10703	2	1566
786	10703	3	1599
787	10737	0	5309
787	10737	1	0
787	10737	2	1568
787	10737	3	1595
788	10744	2	1683
788	10744	3	1627
789	10771	0	8191
789	10771	1	0
789	10771	2	1540
789	10771	3	2724
790	10779	0	1622
790	10779	1	0
790	10779	2	1651
790	10779	3	1517
791	10786	0	2031
791	10786	1	39
791	10786	2	1633
791	10786	3	1518
792	10800	2	1612
792	10800	3	1520
793	10801	0	4082
793	10801	1	71
793	10801	2	1591
793	10801	3	1554
794	10867	0	801
794	10867	1	0
794	10867	2	1666
794	10867	3	1521
795	10869	2	1680
795	10869	3	1629
796	10873	0	3672
796	10873	1	63
796	10873	2	1602
796	10873	3	1529
797	10886	0	4082
797	10886	1	0
797	10886	2	1584
797	10886	3	1534
798	10895	0	8185
798	10895	1	0
798	10895	2	1547
798	10895	3	1690
799	10901	0	8186
799	10901	1	0
799	10901	2	1550
799	10901	3	1693
800	10913	0	2032
800	10913	1	45
800	10913	2	1629
800	10913	3	1518
801	10924	0	801
801	10924	1	0
801	10924	2	1647
801	10924	3	1534
802	10980	2	1674
802	10980	3	1627
803	10987	0	6543
803	10987	1	0
803	10987	2	1570
803	10987	3	1631
804	10993	0	8191
804	10993	1	0
804	10993	2	1670
804	10993	3	1550
805	10994	0	4082
805	10994	1	0
805	10994	2	1584
805	10994	3	1547
806	11002	0	6540
806	11002	1	0
806	11002	2	1552
806	11002	3	1653
807	11027	2	1551
807	11027	3	1691
808	11037	0	8191
808	11037	1	66
808	11037	2	1564
808	11037	3	2725
809	11040	0	8191
809	11040	1	0
809	11040	2	1690
809	11040	3	1552
810	11066	0	7365
810	11066	1	0
810	11066	2	1560
810	11066	3	1672
811	11076	0	8191
811	11076	1	0
811	11076	2	1674
811	11076	3	1544
812	11080	2	1673
812	11080	3	1606
813	11087	0	8191
813	11087	1	0
